conversation_id,model,domain,order,history_mode,run_id,anchor,max_excursion,volatility,final_shift,ndi,trajectory_consistent,rule_shift
gemma2_9b|C05|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-1,0,0,0,0.0,True,
gemma2_9b|C05|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C05|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C05|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-1,0,0,0,0.0,True,0.0
gemma2_9b|C05|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-1,0,0,0,0.0,True,0.0
gemma2_9b|C06|forward|history|run1,gemma2_9b,collective,forward,history,1,-2,0,0,0,0.0,True,
gemma2_9b|C06|forward|history|run2,gemma2_9b,collective,forward,history,2,-2,0,0,0,0.0,True,
gemma2_9b|C06|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-2,0,0,0,0.0,True,
gemma2_9b|C06|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-2,0,0,0,0.0,True,
gemma2_9b|C06|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C06|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C06|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C06|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C07|forward|history|run1,gemma2_9b,collective,forward,history,1,-2,0,0,0,0.0,True,
gemma2_9b|C07|forward|history|run2,gemma2_9b,collective,forward,history,2,-2,0,0,0,0.0,True,
gemma2_9b|C07|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-2,0,0,0,0.0,True,
gemma2_9b|C07|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-2,0,0,0,0.0,True,
gemma2_9b|C07|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C07|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C07|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C07|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C08|forward|history|run1,gemma2_9b,collective,forward,history,1,-2,0,0,0,0.0,True,
gemma2_9b|C08|forward|history|run2,gemma2_9b,collective,forward,history,2,-2,0,0,0,0.0,True,
gemma2_9b|C08|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-2,1,2,0,1.0,True,
gemma2_9b|C08|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-2,1,2,0,1.0,True,
gemma2_9b|C08|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C08|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C08|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-2,1,2,0,1.0,True,0.0
gemma2_9b|C08|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-2,1,2,0,1.0,True,0.0
gemma2_9b|C09|forward|history|run1,gemma2_9b,collective,forward,history,1,-1,0,0,0,0.0,True,
gemma2_9b|C09|forward|history|run2,gemma2_9b,collective,forward,history,2,-1,0,0,0,0.0,True,
gemma2_9b|C09|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-1,0,0,0,0.0,True,
gemma2_9b|C09|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-1,0,0,0,0.0,True,
gemma2_9b|C09|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C09|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C09|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-1,0,0,0,0.0,True,0.0
gemma2_9b|C09|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-1,0,0,0,0.0,True,0.0
gemma2_9b|C10|forward|history|run1,gemma2_9b,collective,forward,history,1,-2,0,0,0,0.0,True,
gemma2_9b|C10|forward|history|run2,gemma2_9b,collective,forward,history,2,-2,0,0,0,0.0,True,
gemma2_9b|C10|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-2,0,0,0,0.0,True,
gemma2_9b|C10|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-2,0,0,0,0.0,True,
gemma2_9b|C10|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C10|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C10|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C10|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C11|forward|history|run1,gemma2_9b,collective,forward,history,1,-1,0,0,0,0.0,True,
gemma2_9b|C11|forward|history|run2,gemma2_9b,collective,forward,history,2,-1,0,0,0,0.0,True,
gemma2_9b|C11|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-1,0,0,0,0.0,True,
gemma2_9b|C11|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-1,0,0,0,0.0,True,
gemma2_9b|C11|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C11|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|C11|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-1,0,0,0,0.0,True,0.0
gemma2_9b|C11|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-1,0,0,0,0.0,True,0.0
gemma2_9b|C12|forward|history|run1,gemma2_9b,collective,forward,history,1,-2,0,0,0,0.0,True,
gemma2_9b|C12|forward|history|run2,gemma2_9b,collective,forward,history,2,-2,0,0,0,0.0,True,
gemma2_9b|C12|forward|no_history|run1,gemma2_9b,collective,forward,no_history,1,-2,0,0,0,0.0,True,
gemma2_9b|C12|forward|no_history|run2,gemma2_9b,collective,forward,no_history,2,-2,0,0,0,0.0,True,
gemma2_9b|C12|reverse|history|run1,gemma2_9b,collective,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C12|reverse|history|run2,gemma2_9b,collective,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|C12|reverse|no_history|run1,gemma2_9b,collective,reverse,no_history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|C12|reverse|no_history|run2,gemma2_9b,collective,reverse,no_history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|D01|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D01|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D01|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D01|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D01|reverse|history|run1,gemma2_9b,deception,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|D01|reverse|history|run2,gemma2_9b,deception,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|D01|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,-2,1,1,1,1.0,True,1.0
gemma2_9b|D01|reverse|no_history|run2,gemma2_9b,deception,reverse,no_history,2,-2,1,1,1,1.0,True,1.0
gemma2_9b|D02|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D02|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D02|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,1,2,0,1.0,True,
gemma2_9b|D02|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,1,2,0,1.0,True,
gemma2_9b|D02|reverse|history|run1,gemma2_9b,deception,reverse,history,1,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|D02|reverse|history|run2,gemma2_9b,deception,reverse,history,2,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|D02|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,-1,1,2,0,1.0,True,0.0
gemma2_9b|D02|reverse|no_history|run2,gemma2_9b,deception,reverse,no_history,2,-1,1,2,0,1.0,True,0.0
gemma2_9b|D03|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D03|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D03|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D03|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D03|reverse|history|run1,gemma2_9b,deception,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|D03|reverse|history|run2,gemma2_9b,deception,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|D03|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,-2,1,1,1,1.0,True,1.0
gemma2_9b|D03|reverse|no_history|run2,gemma2_9b,deception,reverse,no_history,2,-2,1,1,1,1.0,True,1.0
gemma2_9b|D04|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D04|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D04|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D04|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D04|reverse|history|run1,gemma2_9b,deception,reverse,history,1,-2,0,0,0,0.0,True,0.0
gemma2_9b|D04|reverse|history|run2,gemma2_9b,deception,reverse,history,2,-2,0,0,0,0.0,True,0.0
gemma2_9b|D04|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,-2,1,1,1,1.0,True,1.0
gemma2_9b|D04|reverse|no_history|run2,gemma2_9b,deception,reverse,no_history,2,-2,1,1,1,1.0,True,1.0
gemma2_9b|D05|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,0,0,0,0.0,True,
gemma2_9b|D05|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,0,0,0,0.0,True,
gemma2_9b|D05|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,2,2,2,2.0,True,
gemma2_9b|D05|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,2,2,2,2.0,True,
gemma2_9b|D05|reverse|history|run1,gemma2_9b,deception,reverse,history,1,1,3,5,-3,3.6666666666666665,True,-3.0
gemma2_9b|D05|reverse|history|run2,gemma2_9b,deception,reverse,history,2,1,3,5,-3,3.6666666666666665,True,-3.0
gemma2_9b|D05|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,1,2,2,-2,2.0,True,-2.0
gemma2_9b|D05|reverse|no_history|run2,gemma2_9b,deception,reverse,no_history,2,1,2,2,-2,2.0,True,-2.0
gemma2_9b|D06|forward|history|run1,gemma2_9b,deception,forward,history,1,-1,1,1,-1,1.0,True,
gemma2_9b|D06|forward|history|run2,gemma2_9b,deception,forward,history,2,-1,1,1,-1,1.0,True,
gemma2_9b|D06|forward|no_history|run1,gemma2_9b,deception,forward,no_history,1,-1,0,0,0,0.0,True,
gemma2_9b|D06|forward|no_history|run2,gemma2_9b,deception,forward,no_history,2,-1,0,0,0,0.0,True,
gemma2_9b|D06|reverse|history|run1,gemma2_9b,deception,reverse,history,1,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|D06|reverse|history|run2,gemma2_9b,deception,reverse,history,2,-1,1,1,-1,1.0,True,-1.0
gemma2_9b|D06|reverse|no_history|run1,gemma2_9b,deception,reverse,no_history,1,-1,0,0,0,0.0,True,0.0
